start_time,end_time,lyric,vocal1,vocal2,duration,song_name,song_year
"00:00:13,293","00:00:15,108",modu nareul gajigo ,Nayeon,,1.815,LikeOohAhh,2015
"00:00:15,108","00:00:16,687",maeil gaman an dujo,Nayeon,,1.579,LikeOohAhh,2015
"00:00:16,687","00:00:18,327",naega neomu yeppeujo,Momo,,1.64,LikeOohAhh,2015
"00:00:18,327","00:00:20,116",na ttaemune da himdeuljo,Momo,,1.789,LikeOohAhh,2015
"00:00:20,116","00:00:21,705",eodil geotgo isseodo,Nayeon,,1.589,LikeOohAhh,2015
"00:00:21,705","00:00:23,424",ppalgan badagingeojo,Nayeon,,1.719,LikeOohAhh,2015
"00:00:23,424","00:00:25,513",Red carpet gateun gibun,Sana,,2.089,LikeOohAhh,2015
"00:00:25,513","00:00:27,192",modu nal cheoda bojo,Sana,,1.679,LikeOohAhh,2015
"00:00:27,192","00:00:30,602",eotteon sarameun eomeonimi nugunyago,Jihyo,,3.41,LikeOohAhh,2015
"00:00:30,602","00:00:32,231",shinseonhage mal georeodo,Mina,,1.629,LikeOohAhh,2015
"00:00:32,231","00:00:34,015",amu neukkimi an deuljo Oh,Mina,,1.784,LikeOohAhh,2015
"00:00:34,015","00:00:37,449",hajiman nado nugunga hago sarange,Jihyo,,3.434,LikeOohAhh,2015
"00:00:37,449","00:00:39,223",ppajeobogo shipeo Baby,Mina,,1.774,LikeOohAhh,2015
"00:00:39,223","00:00:40,767",jal deureoyo nae Boy,Mina,,1.544,LikeOohAhh,2015
"00:00:40,767","00:00:44,086",dan hanbeondo neukkyeobon jeok eomneun geol,Tzuyu,,3.319,LikeOohAhh,2015
"00:00:44,086","00:00:45,362",alge haejuneun,Tzuyu,,1.276,LikeOohAhh,2015
"00:00:45,362","00:00:47,730",Saram gidarigo ineun geol,Jihyo,,2.368,LikeOohAhh,2015
"00:00:47,730","00:00:51,208",eolmaga dwaedo gidarigo shipeo,Jihyo,,3.478,LikeOohAhh,2015
"00:00:54,053","00:00:57,326",eotteoke naega umjigil su eopge,Nayeon,,3.273,LikeOohAhh,2015
"00:00:57,326","00:01:01,455",nal Ooh ahh ooh ahh-hage mandeureo jweo,Nayeon,,4.129,LikeOohAhh,2015
"00:01:01,455","00:01:04,688",gajja gajja jinshim eomneun gajja,Nayeon,,3.233,LikeOohAhh,2015
"00:01:04,688","00:01:06,838",jal ga jal ga,Nayeon,,2.15,LikeOohAhh,2015
"00:01:07,763","00:01:10,842",eotteoke ije deo halmari eopge,Jihyo,,3.079,LikeOohAhh,2015
"00:01:10,842","00:01:14,885",nal Ooh ahh ooh ahh-hage mandeureo jweo,Jihyo,,4.043,LikeOohAhh,2015
"00:01:14,885","00:01:18,170",Bla la la la malmanhaji malgo,Jihyo,,3.285,LikeOohAhh,2015
"00:01:18,170","00:01:20,344",neukkyeojige,Jihyo,,2.174,LikeOohAhh,2015
"00:01:22,998","00:01:25,897",nal bwa geobwa tto du beon bwa,Dahyun,,2.899,LikeOohAhh,2015
"00:01:25,897","00:01:29,726",hanbeon jinachigo deungeul dollyeo cheodabwa ,Chaeyoung,,3.829,LikeOohAhh,2015
"00:01:29,726","00:01:31,785",eodil gadeorado hangsang min nat,Dahyun,,2.059,LikeOohAhh,2015
"00:01:31,785","00:01:33,180",hajiman naega jeil binna,Chaeyoung,,1.395,LikeOohAhh,2015
"00:01:33,180","00:01:36,464",najeun shinbal shineodo gachineun High,Chaeyoung,Dahyun,3.284,LikeOohAhh,2015
"00:01:36,464","00:01:40,127",meorissogen neul yeonghwa sok gateun La la la,Mina,,3.663,LikeOohAhh,2015
"00:01:40,127","00:01:43,423",jangmyeondeuri jinagane saenggangmanhaedo tteolline Yeah,Sana,,3.296,LikeOohAhh,2015
"00:01:43,423","00:01:46,661",ijeneun nado nugunga hago sarange,Momo,,3.238,LikeOohAhh,2015
"00:01:46,661","00:01:48,639",ppajeo bogo shipeo Baby,Sana,,1.978,LikeOohAhh,2015
"00:01:48,639","00:01:50,044",jal deureoyo nae Boy,Sana,,1.405,LikeOohAhh,2015
"00:01:50,044","00:01:53,534",dan hanbeondo neukkyeobon jeok eomneun geol,Tzuyu,,3.49,LikeOohAhh,2015
"00:01:53,534","00:01:54,703",alge haejuneun,Tzuyu,,1.169,LikeOohAhh,2015
"00:01:54,703","00:01:56,857",saram gidarigo inneun geol,Tzuyu,,2.154,LikeOohAhh,2015
"00:01:56,857","00:02:00,502",eolmaga dwaedo gidarigo shipeo,Jihyo,,3.645,LikeOohAhh,2015
"00:02:00,502","00:02:03,282",eotteoke naega ,Nayeon,,2.78,LikeOohAhh,2015
"00:02:03,282","00:02:06,625",umjigil su eopge,Nayeon,,3.343,LikeOohAhh,2015
"00:02:06,625","00:02:10,779",nal Ooh ahh ooh ahh-hage mandeureo jweo,Nayeon,,4.154,LikeOohAhh,2015
"00:02:10,779","00:02:14,054",gajja gajja jinshim eomneun gajja,Nayeon,,3.275,LikeOohAhh,2015
"00:02:14,054","00:02:16,113",jal ga jal ga,Nayeon,,2.059,LikeOohAhh,2015
"00:02:17,313","00:02:20,192",eotteoke ije deo halmari eopge,Jihyo,,2.879,LikeOohAhh,2015
"00:02:20,192","00:02:24,251",nal Ooh ahh ooh ahh-hage mandeureo jweo,Jihyo,,4.059,LikeOohAhh,2015
"00:02:24,251","00:02:27,560",Bla la la la malmanhaji malgo,Jihyo,,3.309,LikeOohAhh,2015
"00:02:27,560","00:02:29,714",neukkyeojige,Jihyo,,2.154,LikeOohAhh,2015
"00:02:32,128","00:02:38,488",amuhago manna shijakagi shireo,Nayeon,,6.36,LikeOohAhh,2015
"00:02:38,488","00:02:45,118",shwipji aneun yeoja geuge naingeol,Mina,,6.63,LikeOohAhh,2015
"00:02:57,766","00:02:58,955",Better think about it TWICE,Jihyo,,1.189,LikeOohAhh,2015
"00:02:58,955","00:03:02,569",eotteoke naega ,Jeongyeon,Jihyo,3.614,LikeOohAhh,2015
"00:03:02,569","00:03:06,562",umjigil su eopge,Jeongyeon,Jihyo,3.993,LikeOohAhh,2015
"00:03:06,562","00:03:09,982",nal Ooh ahh ooh ahh-hage mandeureo jweo,Jeongyeon,Jihyo,3.42,LikeOohAhh,2015
"00:03:09,982","00:03:11,851",gajja gajja jinshim eomneun gajja,Jeongyeon,Jihyo,1.869,LikeOohAhh,2015
