start_time,end_time,lyric,vocal1,vocal2,duration,song_name,song_year
"00:02:46,160","00:02:48,800",sarangi eotteon neukkiminji,Jihyo,,2.64,WhatIsLove,2018
"00:02:48,500","00:02:54,120",It's all up to you~!,Tzuyu,,5.62,YesOrYes,2018
"00:02:48,860","00:02:51,480",haru jongil utgo ittaneunde,Nayeon,,2.62,WhatIsLove,2018
"00:02:49,800","00:02:57,720",Let's dance the night away (4x),Nayeon,Jihyo,7.92,DanceTheNightAway,2018
"00:02:51,500","00:02:54,400",sesangi da areumdapdaneunde,Nayeon,,2.9,WhatIsLove,2018
"00:02:54,120","00:02:57,240",Maybe not NO NO Maybe yes NO NO!,Dahyun,ALL,3.12,YesOrYes,2018
"00:02:57,240","00:03:04,140",jom deo seonmyeonghage ni mameul naege boyeobwa,Jihyo,,6.9,YesOrYes,2018
"00:02:57,340","00:03:00,560",eonjengan naegedo sarangi olkka,Nayeon,,3.22,WhatIsLove,2018
"00:02:57,820","00:03:00,480",Let's dance the night away,Chaeyoung,,2.66,DanceTheNightAway,2018
"00:03:04,140","00:03:07,360",gwi giuryeobwa museun soriga deulliji anni?,Nayeon,,3.22,YesOrYes,2018
"00:03:21,740","00:03:24,680",gollabwa ja seontaegeun ni mam,Mina,,2.94,YesOrYes,2018
"00:03:24,680","00:03:28,060",mweol goreulji molla junbihaebwasseo,Nayeon,Jihyo,3.38,YesOrYes,2018
"00:03:28,260","00:03:31,700",dul junge hanaman golla yes or yes,Nayeon,,3.44,YesOrYes,2018
"00:03:31,700","00:03:35,400",ni maeumeul molla junbihaebwasseo,Jihyo,Nayeon,3.7,YesOrYes,2018
"00:03:35,400","00:03:39,180",hanaman seontaeghae eoseo Yes or Yes,Jihyo,,3.78,YesOrYes,2018
"00:03:39,180","00:03:40,400",shireoneun shireo,Jeongyeon,,1.22,YesOrYes,2018
"00:03:40,400","00:03:41,909",na animyeon uri?,Momo,,1.509,YesOrYes,2018
"00:03:41,909","00:03:43,854",seontaegeul jonjunghae,Jeongyeon,,1.945,YesOrYes,2018
"00:03:43,854","00:03:45,520",geojeoreun geojeolhae,Dahyun,Chaeyoung,1.666,YesOrYes,2018
"00:03:45,520","00:03:49,440",seontaekjineun hana ja seontaegeun ni mam,Jihyo,,3.92,YesOrYes,2018
"00:03:49,440","00:03:53,080",It's all up to you~!,Tzuyu,Jihyo,3.64,YesOrYes,2018
"00:00:13,700","00:00:18,900",geureon nari isseo,Chaeyoung,,5.2,FeelSpecial,2019
"00:00:14,020","00:00:18,040",jigeum haneul gureum saegeun Tropical yeah,Nayeon,,4.02,Fancy,2019
"00:00:18,040","00:00:21,620",jeo taeyang ppalganbit ne du bol gatae,Nayeon,,3.58,Fancy,2019
"00:00:18,900","00:00:23,600",gapjagi honjain geonman gateun nal eodil gado nae jariga anin geonman gatgo,Chaeyoung,,4.7,FeelSpecial,2019
"00:00:21,620","00:00:25,080","Oh, tell me I'm the only one babe",Mina,,3.46,Fancy,2019
"00:00:23,600","00:00:28,000",gogaen tteolgweojineun nal,Chaeyoung,,4.4,FeelSpecial,2019
"00:00:25,080","00:00:29,220","I fancy you, I fancy you. (TWICE!)",Mina,ALL,4.14,Fancy,2019
"00:00:28,000","00:00:33,000",geureol ttaemada naege eolmana naega sojunghanji,Tzuyu,,5.0,FeelSpecial,2019
"00:00:29,220","00:00:32,720",It’s dangerous ttakkeumhae neon jangmi gata,Jeongyeon,,3.5,Fancy,2019
"00:00:32,720","00:00:36,120",gwaenchana jogeumdo nan geomnaji ana,Jeongyeon,,3.4,Fancy,2019
"00:00:33,000","00:00:37,500",malhaejuneun neoye geu hanmadie,Tzuyu,,4.5,FeelSpecial,2019
"00:00:36,120","00:00:39,460",deo sege kkok jaba Take my hand,Momo,,3.34,Fancy,2019
"00:00:37,800","00:00:39,500",Everything’s alright,Momo,,1.7,FeelSpecial,2019
"00:00:39,460","00:00:43,660",jom wiheomhal geoya deo wiheomhal geoya Baby,Momo,,4.2,Fancy,2019
"00:00:39,500","00:00:42,800",chorahan Nobodyeseo dashi Somebody,Momo,,3.3,FeelSpecial,2019
"00:00:42,800","00:00:44,900",teukbyeolhan naro byeonhae,Momo,,2.1,FeelSpecial,2019
"00:00:43,660","00:00:47,040",dalkomhan chokollit aiseukeurimcheoreom,Sana,,3.38,Fancy,2019
"00:00:45,000","00:00:47,900",You make me feel special,Sana,,2.9,FeelSpecial,2019
"00:00:47,040","00:00:51,000",nogabeorineun jigeum nae gibun So lovely,Sana,,3.96,Fancy,2019
"00:00:48,000","00:00:51,800",sesangi amuri nal jujeoanchyeodo,Sana,,3.8,FeelSpecial,2019
"00:00:51,000","00:00:54,680",kkamkkamhan uju sok gajang banjjagineun,Tzuyu,,3.68,Fancy,2019
"00:00:51,800","00:00:55,180",apeugo apeun maldeuri nal jjilleodo,Sana,,3.38,FeelSpecial,2019
"00:00:54,680","00:00:57,760",jeo byeol jeo byeol geu yeope keun ne byeol,Tzuyu,,3.08,Fancy,2019
"00:00:55,180","00:00:57,840",nega isseo nan dashi useo,Sana,,2.66,FeelSpecial,2019
"00:00:57,760","00:01:02,940",geogi neo I fancy you amuna weonhaji ana,Nayeon,,5.18,Fancy,2019
"00:00:57,840","00:00:59,840",That’s what you do,Sana,,2.0,FeelSpecial,2019
"00:00:59,920","00:01:03,120",Again I feel special,Nayeon,,3.2,FeelSpecial,2019
"00:01:02,940","00:01:04,840",Hey I love you!,Nayeon,,1.9,Fancy,2019
"00:01:03,120","00:01:09,800",amugeotto anin jonjae gatdagado sarajyeodo moreul saram gatdagado,Nayeon,,6.68,FeelSpecial,2019
"00:01:05,519","00:01:09,980",geurae neo I fancy you kkumcheoreom haengbokaedo dwae,Jihyo,,4.461,Fancy,2019
"00:01:09,800","00:01:13,260",nal bureuneun ne moksorie,Nayeon,,3.46,FeelSpecial,2019
"00:01:09,980","00:01:12,300",'Cause I need you,Jihyo,,2.32,Fancy,2019
"00:01:12,540","00:01:12,900",(What?),Dahyun,,0.36,Fancy,2019
"00:01:13,040","00:01:14,500",Fancy,Chaeyoung,,1.46,Fancy,2019
"00:01:13,320","00:01:17,700","I feel loved, I feel so special",Nayeon,,4.38,FeelSpecial,2019
"00:01:14,500","00:01:16,907",you~,Nayeon,,2.407,Fancy,2019
"00:01:16,907","00:01:20,040",nuga meonjeo joahamyeon eottae,Jeongyeon,,3.133,Fancy,2019
"00:01:17,860","00:01:24,700",jakku sumgoman shipeoseo maju hagiga shireoseo,Mina,,6.84,FeelSpecial,2019
"00:01:20,040","00:01:21,500",Fancy,Chaeyoung,,1.46,Fancy,2019
"00:01:21,500","00:01:24,234",you~,Nayeon,,2.734,Fancy,2019
"00:01:24,234","00:01:26,160",jigeum neoegero gallae,Momo,,1.926,Fancy,2019
"00:01:24,840","00:01:28,420",modeun ge uimireul ireun deushi naega uimireul ireun deushi,Mina,,3.58,FeelSpecial,2019
"00:01:26,160","00:01:27,680","Fancy, ooh",Chaeyoung,,1.52,Fancy,2019
"00:01:27,720","00:01:30,640",maeilmaeil nan jeongmal amugeotto motane,Dahyun,,2.92,Fancy,2019
"00:01:28,580","00:01:32,940",gamani jujeoanja isseul ttae,Mina,,4.36,FeelSpecial,2019
"00:01:30,640","00:01:34,720", Oh my Mayday ireoda keunil nael geot gateunde,Dahyun,,4.08,Fancy,2019
"00:01:32,940","00:01:40,660",geuttae nae ape natanan neoye ttatteushan misowa songire,Momo,,7.72,FeelSpecial,2019
"00:01:34,720","00:01:38,200",Bang bang meoriga hollin deut Reset-i dwae,Chaeyoung,,3.48,Fancy,2019
"00:01:38,200","00:01:41,960",eojjeomyeon joa ige manneungeonji molla S.O.S,Chaeyoung,,3.76,Fancy,2019
"00:01:40,660","00:01:43,040",Everything’s alright,Tzuyu,,2.38,FeelSpecial,2019
"00:01:41,960","00:01:45,080",Swim swim neoran badae jamsuhami dwae,Dahyun,,3.12,Fancy,2019
"00:01:43,040","00:01:46,180",chorahan Nobodyeseo dashi Somebody,Tzuyu,,3.14,FeelSpecial,2019
"00:01:45,080","00:01:49,040",maeiri Birthday dalkomhae neowa naye Fantasy,Jeongyeon,,3.96,Fancy,2019
"00:01:46,260","00:01:48,260",teukbyeolhan naro byeonhae,Tzuyu,,2.0,FeelSpecial,2019
"00:01:48,260","00:01:51,200",You make me feel special,Jihyo,,2.94,FeelSpecial,2019
"00:01:49,240","00:01:52,340",Dream dream machi kkumgata bol kkojibeobwa,Mina,,3.1,Fancy,2019
"00:01:51,200","00:01:55,100",sesangi amuri nal jujeoanchyeodo,Jihyo,,3.9,FeelSpecial,2019
"00:01:52,340","00:01:56,140",yojeum naye sangtae mesejin lallalla Baby,Chaeyoung,,3.8,Fancy,2019
"00:01:55,100","00:01:58,380",apeugo apeun maldeuri nal jjilleodo,Jihyo,,3.28,FeelSpecial,2019
"00:01:56,140","00:01:59,660",dalkomhan chokollit aiseukeurimcheoreom,Sana,,3.52,Fancy,2019
"00:01:58,400","00:02:00,980",nega isseo nan dashi useo,Jihyo,,2.58,FeelSpecial,2019
"00:01:59,660","00:02:03,780",nogabeorineun jigeum nae gibun So lovely,Sana,,4.12,Fancy,2019
"00:02:01,020","00:02:03,380",That’s what you do,Jihyo,,2.36,FeelSpecial,2019
"00:02:03,380","00:02:06,540",Again I feel special,Jeongyeon,,3.16,FeelSpecial,2019
"00:02:03,780","00:02:07,380",kkamkkamhan uju sok gajang banjjagineun,Tzuyu,,3.6,Fancy,2019
"00:02:06,540","00:02:13,340",amugeotto anin jonjae gatdagado sarajyeodo moreul saram gatdagado,Jeongyeon,,6.8,FeelSpecial,2019
"00:02:07,380","00:02:10,520",jeo byeol jeo byeol geu yeope keun ne byeol,Tzuyu,,3.14,Fancy,2019
"00:02:10,520","00:02:15,160",geogi neo I fancy you amuna weonhaji ana,Nayeon,,4.64,Fancy,2019
"00:02:13,420","00:02:16,760",nal bureuneun ne moksorie,Jeongyeon,,3.34,FeelSpecial,2019
"00:02:15,160","00:02:17,380",Hey I love you!,Nayeon,,2.22,Fancy,2019
"00:02:16,760","00:02:20,960","I feel loved, I feel special",Jeongyeon,,4.2,FeelSpecial,2019
"00:02:17,900","00:02:22,580",geurae neo I fancy you kkumcheoreom haengbokaedo dwae,Jihyo,,4.68,Fancy,2019
"00:02:21,100","00:02:27,600",You make everything alright gureumi jjwak kkin haessal han jum eomneun nal,Dahyun,,6.5,FeelSpecial,2019
"00:02:22,600","00:02:24,900",'Cause I need you,Jihyo,,2.3,Fancy,2019
"00:02:24,900","00:02:25,520",(What?),Dahyun,,0.62,Fancy,2019
"00:02:25,520","00:02:26,843",Fancy,Chaeyoung,,1.323,Fancy,2019
"00:02:26,843","00:02:29,646",you~,Nayeon,,2.803,Fancy,2019
"00:02:27,680","00:02:30,560",nega baro naye Shining light  That’s what you do,Dahyun,,2.88,FeelSpecial,2019
"00:02:29,646","00:02:32,820",nuga meonjeo joahamyeon eottae,Jeongyeon,,3.174,Fancy,2019
"00:02:30,680","00:02:34,380",amuri eoduun bamdo dashi nat I owe it to you,Dahyun,,3.7,FeelSpecial,2019
"00:02:32,820","00:02:34,638",Fancy,Chaeyoung,,1.818,Fancy,2019
"00:02:34,420","00:02:36,160",Because you make me feel,Dahyun,,1.74,FeelSpecial,2019
"00:02:34,638","00:02:36,913",you~,Nayeon,,2.275,Fancy,2019
"00:02:36,000","00:02:37,860",You make me feel special,Jihyo,,1.86,FeelSpecial,2019
"00:02:36,913","00:02:38,600",jigeum neoegero gallae,Momo,,1.687,Fancy,2019
"00:02:37,860","00:02:41,540",sesangi amuri nal jujeoanchyeodo,Jihyo,,3.68,FeelSpecial,2019
"00:02:38,760","00:02:40,220",Fancy (WOO!),Chaeyoung,,1.46,Fancy,2019
"00:02:40,320","00:02:43,440",yeongicheoreom huk sarajilkka,Mina,,3.12,Fancy,2019
"00:02:41,540","00:02:44,880",apeugo apeun maldeuri nal jjilleodo,Jihyo,,3.34,FeelSpecial,2019
"00:02:43,440","00:02:47,260",neul gadeuki dama neol du nune dama,Sana,,3.82,Fancy,2019
"00:02:44,880","00:02:47,580",nega isseo nan dashi useo,Jihyo,,2.7,FeelSpecial,2019
"00:02:47,260","00:02:50,400",saenggangmaneuro pogeunhaejeo,Nayeon,,3.14,Fancy,2019
"00:02:47,660","00:02:49,940",That’s what you do,Jihyo,,2.28,FeelSpecial,2019
"00:02:49,940","00:02:52,960",Again I feel special,Nayeon,,3.02,FeelSpecial,2019
"00:02:50,400","00:02:56,080",mollae dwieseo ana neol nochi aneullae,Jihyo,,5.68,Fancy,2019
"00:02:52,960","00:02:59,880",amugeotto anin jonjae gatdagado sarajyeodo moreul saram gatdagado,Nayeon,,6.92,FeelSpecial,2019
"00:02:56,080","00:03:01,160",geogi neo I fancy you amuna weonhaji ana,Nayeon,Jihyo,5.08,Fancy,2019
"00:02:59,880","00:03:03,260",nal bureuneun ne moksorie,Nayeon,,3.38,FeelSpecial,2019
"00:03:01,200","00:03:02,760",Hey I love you!,Nayeon,Jihyo,1.56,Fancy,2019
"00:03:03,260","00:03:07,300","I feel loved, I feel so special",Nayeon,,4.04,FeelSpecial,2019
"00:03:03,280","00:03:08,260",geurae neo I fancy you kkumcheoreom haengbokaedo dwae,Jihyo,,4.98,Fancy,2019
"00:03:08,260","00:03:10,220",'Cause I need you,Jihyo,,1.96,Fancy,2019
"00:03:10,780","00:03:11,280",What?,Dahyun,,0.5,Fancy,2019
"00:03:11,280","00:03:12,211",Fancy,Chaeyoung,,0.931,Fancy,2019
"00:03:12,211","00:03:15,054",you~,Nayeon,,2.843,Fancy,2019
"00:03:15,054","00:03:18,240",nuga meonjeo joahamyeon eottae,Tzuyu,,3.186,Fancy,2019
"00:03:18,240","00:03:19,598",Fancy,Chaeyoung,,1.358,Fancy,2019
"00:03:19,598","00:03:22,325",you~,Nayeon,,2.727,Fancy,2019
"00:03:22,325","00:03:23,920",jigeum neoegero gallae,Sana,,1.595,Fancy,2019
"00:03:23,920","00:03:25,740","Fancy, (WOO)",Chaeyoung,,1.82,Fancy,2019
"00:00:01,460","00:00:03,780",I know I want it,Nayeon,,2.32,More&More,2020
"00:00:04,220","00:00:08,240",ibe bareun sorin ije geumanhalge,Nayeon,,4.02,More&More,2020
"00:00:08,500","00:00:10,780",Cause I deserve it deserve it,Nayeon,,2.28,More&More,2020
"00:00:10,920","00:00:17,240",hokshi jamkkan naega miweojideorado geokjeong an halge,Mina,,6.32,More&More,2020
"00:00:13,369","00:00:18,204",I know gochyeo sseul gachido eoptan geol,Nayeon,,4.835,CryForMe,2020
"00:00:15,370","00:00:18,953",allami ullyeodae Ring ring a ling,Nayeon,,3.583,ICantStopMe,2020
"00:00:17,580","00:00:19,740",Cause I know you I know you,Mina,,2.16,More&More,2020
"00:00:18,204","00:00:21,542",hajiman geunyeowa dalli nan neol,Nayeon,,3.338,CryForMe,2020
"00:00:18,953","00:00:22,220",seoroye nungiri daheul ttaemada,Nayeon,,3.267,ICantStopMe,2020
"00:00:20,220","00:00:22,000",nae nuneul jakku pihaebwa,Tzuyu,,1.78,More&More,2020
"00:00:21,542","00:00:25,490",shwipge nwajul mami eopgeodeun,Nayeon,,3.948,CryForMe,2020
"00:00:22,220","00:00:25,522",almyeonseo bingbing doneunde,Mina,,3.302,ICantStopMe,2020
"00:00:22,300","00:00:24,280",ne mameul jakku sumgyeobwa,Tzuyu,,1.98,More&More,2020
"00:00:24,580","00:00:28,920",naegeseo domangchyeobwa No no,Tzuyu,,4.34,More&More,2020
"00:00:25,490","00:00:25,650",Never let go,Chaeyoung,,0.16,CryForMe,2020
"00:00:25,522","00:00:28,814",jeomjeom dagagajana I know it’s too late,Mina,,3.292,ICantStopMe,2020
"00:00:25,770","00:00:28,888",You don’t know me,Mina,,3.118,CryForMe,2020
"00:00:28,814","00:00:31,814",maeumsogeuroneun da algo itjana,Sana,,3.0,ICantStopMe,2020
"00:00:28,888","00:00:32,316",L O V E or hatred,Mina,,3.428,CryForMe,2020
"00:00:29,240","00:00:30,880",gamatteon nuneul tteosseul ttae,Momo,,1.64,More&More,2020
"00:00:31,360","00:00:33,400",mundeuk naega tteooreul ttae,Momo,,2.04,More&More,2020
"00:00:31,814","00:00:35,133",gyeolgugeneun seoneul neomge dwel georaneun geol,Sana,,3.319,ICantStopMe,2020
"00:00:32,316","00:00:35,387",ibyeol daeshin nan sunjinhan misoman,Mina,,3.071,CryForMe,2020
"00:00:33,880","00:00:37,100",You are gonna be mine again,Momo,,3.22,More&More,2020
"00:00:35,133","00:00:36,777",I’m warning myself,Chaeyoung,,1.644,ICantStopMe,2020
"00:00:35,387","00:00:39,823",oneuldo ne pume angillae,Mina,,4.436,CryForMe,2020
"00:00:36,777","00:00:38,348",neo geureomyeon an dwae,Chaeyoung,,1.571,ICantStopMe,2020
"00:00:37,600","00:00:41,620",You’re gonna say more more more more more and more,Sana,,4.02,More&More,2020
"00:00:38,348","00:00:40,917","maebun, maecho, nae mami nae mameul chuweolhae",Jeongyeon,,2.569,ICantStopMe,2020
"00:00:39,823","00:00:41,458",amugeotto moreuneun cheok,Dahyun,,1.635,CryForMe,2020
"00:00:40,917","00:00:42,569",Out of control,Jeongyeon,,1.652,ICantStopMe,2020
"00:00:41,458","00:00:43,140",Baby no more real love,Momo,,1.682,CryForMe,2020
"00:00:42,060","00:00:45,080",meomchuji mothae More more more and more,Dahyun,,3.02,More&More,2020
"00:00:42,569","00:00:45,824",nareul gamshihaneun jeo Spot spot spotlight,Jihyo,,3.255,ICantStopMe,2020
"00:00:43,140","00:00:44,759",neoye gyeote isseojulge,Dahyun,,1.619,CryForMe,2020
"00:00:44,759","00:00:46,702",majimaken break your heart,Momo,,1.943,CryForMe,2020
"00:00:45,400","00:00:46,300",geureoni han beon deo,Chaeyoung,,0.9,More&More,2020
"00:00:45,824","00:00:49,079",bichulsurok eodum sogeuro ppallyeo deureo,Jihyo,,3.255,ICantStopMe,2020
"00:00:46,420","00:00:50,640",I wanna have more more more more more and more,Jihyo,,4.22,More&More,2020
"00:00:46,702","00:00:48,398",Bad boy bad boy,Jeongyeon,,1.696,CryForMe,2020
"00:00:48,398","00:00:49,609",yeah you really make me,Jeongyeon,,1.211,CryForMe,2020
"00:00:49,079","00:00:52,172",kkeuchi boineunde I know it’s not right,Jihyo,,3.093,ICantStopMe,2020
"00:00:49,609","00:00:53,764","a mad girl mad girl, wo oh oh",Jeongyeon,,4.155,CryForMe,2020
"00:00:50,960","00:00:53,940",meomchugi shireo More more more and more,Jeongyeon,,2.98,More&More,2020
"00:00:52,172","00:00:55,392","I can’t stop me, can’t stop me",Momo,,3.22,ICantStopMe,2020
"00:00:53,764","00:00:56,999","I want you to cry, cry for me",Jihyo,,3.235,CryForMe,2020
"00:00:54,120","00:00:55,440",geureoni han beon deo,Nayeon,,1.32,More&More,2020
"00:00:55,392","00:00:58,707",nae ape nohyeojin i Red red red line,Nayeon,,3.315,ICantStopMe,2020
"00:00:56,999","00:01:00,386",naega ureotteon geotcheoreom Cry for me,Jihyo,,3.387,CryForMe,2020
"00:00:58,707","00:01:01,960",geonneopyeonye neowa nan imi nuneul matchweo,Nayeon,,3.253,ICantStopMe,2020
"00:00:58,740","00:01:00,540",meomchujireul mothae,Dahyun,,1.8,More&More,2020
"00:01:00,386","00:01:02,216",Make your rain fall,Jihyo,,1.83,CryForMe,2020
"00:01:01,960","00:01:04,946",neukkigo shipeo jjarithan Highlight,Nayeon,,2.986,ICantStopMe,2020
"00:01:02,216","00:01:05,174",Cry for me but,Jihyo,,2.958,CryForMe,2020
"00:01:03,180","00:01:04,800",geureoni han beon deo,Tzuyu,,1.62,More&More,2020
"00:01:04,946","00:01:07,850","I can’t stop me, can’t stop me",Dahyun,,2.904,ICantStopMe,2020
"00:01:05,174","00:01:06,148",Again,Jihyo,,0.974,CryForMe,2020
"00:01:06,148","00:01:09,161",jogeumsshik jogeumsshik tto ppajyeoga,Nayeon,,3.013,CryForMe,2020
"00:01:07,600","00:01:09,380",meomchugiga shireo,Mina,,1.78,More&More,2020
"00:01:09,161","00:01:12,806",sarange nae gyeolshimi tto muneojyeoga,Nayeon,,3.645,CryForMe,2020
"00:01:12,060","00:01:13,220",geureoni han beon deo,Momo,,1.16,More&More,2020
"00:01:12,806","00:01:16,219",yongseohal pinggyereul mandeureoga,Nayeon,,3.413,CryForMe,2020
"00:01:13,640","00:01:15,240",Do you feel me,Jeongyeon,,1.6,More&More,2020
"00:01:15,680","00:01:20,060",niga nal wihan saramirago minni,Jeongyeon,,4.38,More&More,2020
"00:01:16,219","00:01:17,326",I want you to,Tzuyu,,1.107,CryForMe,2020
"00:01:17,326","00:01:17,916",I want you to,Tzuyu,,0.59,CryForMe,2020
"00:01:17,854","00:01:19,667","I can’t stop me, can’t stop me",Tzuyu,,1.813,ICantStopMe,2020
"00:01:17,916","00:01:18,778",I want you to,Tzuyu,,0.862,CryForMe,2020
"00:01:18,778","00:01:19,540",Cry for me,Tzuyu,,0.762,CryForMe,2020
"00:01:19,667","00:01:22,982",nungama dallagu Ya ya,Momo,,3.315,ICantStopMe,2020
"00:01:20,520","00:01:22,340",Only for me only for me,Jeongyeon,,1.82,More&More,2020
"00:01:22,270 ","00:01:26,507",I don’t know neoran nom miweojil jul moreugo,Sana,,4.237,CryForMe,2020
"00:01:22,800","00:01:28,640",ganjireoun mareun gudi haji anado neon,Chaeyoung,,5.84,More&More,2020
"00:01:22,982","00:01:26,250",ttak han beonman No rules ah ah,Dahyun,,3.268,ICantStopMe,2020
"00:01:26,250","00:01:28,000",moreun cheogae jweo Lights off,Momo,,1.75,ICantStopMe,2020
"00:01:26,507","00:01:31,631",chingudeulhanten tto neoreul gamssajuneun jung,Sana,,5.124,CryForMe,2020
"00:01:28,000","00:01:29,100",tonight,Jeongyeon,,1.1,ICantStopMe,2020
"00:01:29,120","00:01:31,700",Cause you know me you know me,Chaeyoung,,2.58,More&More,2020
"00:01:30,081","00:01:34,243",na chameul su eopseul geo gata Losing myself,Jihyo,,4.162,ICantStopMe,2020
"00:01:31,631","00:01:35,954",baboga dwae beoryeossgun,Sana,,4.323,CryForMe,2020
"00:01:32,200","00:01:33,980",ne gwireul jakku magado,Sana,,1.78,More&More,2020
"00:01:34,243","00:01:35,914",ijeneun Turning back,Tzuyu,,1.671,ICantStopMe,2020
"00:01:34,460","00:01:36,120",nareul meolli mireonaedo,Sana,,1.66,More&More,2020
"00:01:35,914","00:01:39,135",bulganeunghae nan jeomjeom deo gipeun eodume,Tzuyu,,3.221,ICantStopMe,2020
"00:01:36,300","00:01:40,495",ooh neo wae jakku nareul bomyeo unneunde,Chaeyoung,,4.195,CryForMe,2020
"00:01:36,520","00:01:40,860",naegeseo meoreojyeodo,Sana,Mina,4.34,More&More,2020
"00:01:39,135","00:01:40,672",neomuna jjarithae,Sana,,1.537,ICantStopMe,2020
"00:01:40,495","00:01:43,850",ttak han beone nunmurimyeon dweneunde,Chaeyoung,,3.355,CryForMe,2020
"00:01:40,672","00:01:42,319",na nuneul gameullae,Sana,,1.647,ICantStopMe,2020
"00:01:41,200","00:01:42,900",naega dashi neol bureumyeon,Jihyo,,1.7,More&More,2020
"00:01:42,319","00:01:44,904",dashineun doragal su eopseul geonman gatae,Chaeyoung,,2.585,ICantStopMe,2020
"00:01:43,160","00:01:45,120",naye moksoril deureumyeon,Jihyo,,1.96,More&More,2020
"00:01:43,850","00:01:49,231","Cry for me, let me please forgive you ah",Dahyun,,5.381,CryForMe,2020
"00:01:44,904","00:01:46,527",Out of control,Chaeyoung,,1.623,ICantStopMe,2020
"00:01:45,600","00:01:49,020",You are gonna be mine again Yeah han beon deo,Jihyo,,3.42,More&More,2020
"00:01:46,527","00:01:49,635",nareul gamshihaneun jeo Spot spot spotlight,Nayeon,,3.108,ICantStopMe,2020
"00:01:49,231","00:01:50,890",amugeotto moreuneun cheok,Momo,,1.659,CryForMe,2020
"00:01:49,300","00:01:53,460",You’re gonna say more more more more more and more,Sana,,4.16,More&More,2020
"00:01:49,635","00:01:52,991",bichulsurok eodum sogeuro ppallyeo deureo,Nayeon,,3.356,ICantStopMe,2020
"00:01:50,890","00:01:52,539",Baby just like real love,Dahyun,,1.649,CryForMe,2020
"00:01:52,539","00:01:54,259",majimak gihweya eoseo,Momo,,1.72,CryForMe,2020
"00:01:52,991","00:01:56,151",kkeuchi boineunde I know it’s not right,Nayeon,,3.16,ICantStopMe,2020
"00:01:53,740","00:01:56,880",meomchuji mothae More more more and more,Dahyun,,3.14,More&More,2020
"00:01:54,259","00:01:56,294",Show me your true love,Dahyun,Nayeon,2.035,CryForMe,2020
"00:01:56,151","00:01:59,259","I can’t stop me, can’t stop me",Dahyun,,3.108,ICantStopMe,2020
"00:01:56,294","00:01:57,880",Bad boy bad boy,Jihyo,,1.586,CryForMe,2020
"00:01:57,080","00:01:58,180",geureoni han beon deo,Chaeyoung,,1.1,More&More,2020
"00:01:57,880","00:01:59,122",yeah you really make me,Jihyo,,1.242,CryForMe,2020
"00:01:58,240","00:02:02,380",I wanna have more more more more more and more,Jihyo,,4.14,More&More,2020
"00:01:59,122","00:02:03,295",a sad girl sad girl wo oh oh,Jihyo,Nayeon,4.173,CryForMe,2020
"00:01:59,259","00:02:02,573",nae ape nohyeojin i Red red red line ,Jihyo,Nayeon,3.314,ICantStopMe,2020
"00:02:02,573","00:02:05,941",geonneopyeonye neowa nan imi nuneul matchweo,Jihyo,,3.368,ICantStopMe,2020
"00:02:02,760","00:02:05,880",meomchugi shireo More more more and more,Jeongyeon,,3.12,More&More,2020
"00:02:03,295","00:02:06,493","I want you to cry, cry for me",Jeongyeon,,3.198,CryForMe,2020
"00:02:05,941","00:02:09,007",neukkigo shipeo jjarithan Highlight,Jihyo,Nayeon,3.066,ICantStopMe,2020
"00:02:06,040","00:02:07,140",geureoni han beon deo,Nayeon,,1.1,More&More,2020
"00:02:06,493","00:02:09,924","Just like I cried, Cry for me",Jeongyeon,,3.431,CryForMe,2020
"00:02:09,007","00:02:11,814","I can’t stop me, can’t stop me",Mina,,2.807,ICantStopMe,2020
"00:02:09,924","00:02:11,506",Make your rain fall,Jeongyeon,,1.582,CryForMe,2020
"00:02:10,440","00:02:12,120",meomchujireul mothae,Dahyun,,1.68,More&More,2020
"00:02:11,506","00:02:14,738",Cry for me but,Jeongyeon,,3.232,CryForMe,2020
"00:02:11,814","00:02:13,403",Risky risky wiggy wigi,Chaeyoung,,1.589,ICantStopMe,2020
"00:02:13,403","00:02:15,050",This is an emergency,Chaeyoung,,1.647,ICantStopMe,2020
"00:02:14,738","00:02:15,677",Again (me yeah),Jeongyeon,Mina,0.939,CryForMe,2020
"00:02:14,980","00:02:16,520",geureoni han beon deo,Tzuyu,,1.54,More&More,2020
"00:02:15,050","00:02:16,594","Help me, help me, somebody stop me",Dahyun,,1.544,ICantStopMe,2020
"00:02:15,677","00:02:18,590",Little by little I fall for you,Nayeon,,2.913,CryForMe,2020
"00:02:16,594","00:02:18,988",Cuz I know I can’t stop me,Dahyun,,2.394,ICantStopMe,2020
"00:02:18,590","00:02:22,358",Love makes my mind give way,Nayeon,,3.768,CryForMe,2020
"00:02:18,988","00:02:20,559",dapeun algo itjana,Momo,,1.571,ICantStopMe,2020
"00:02:19,400","00:02:21,020",meomchugiga shireo,Mina,,1.62,More&More,2020
"00:02:20,559","00:02:22,161",geunde gago itjana,Momo,,1.602,ICantStopMe,2020
"00:02:22,161","00:02:23,059",ireogo shipji ana,Dahyun,,0.898,ICantStopMe,2020
"00:02:22,358","00:02:25,577",And I keep making reasons to forgive,Nayeon,,3.219,CryForMe,2020
"00:02:23,059","00:02:25,068",nae ane naega tto inna bwa,Dahyun,,2.009,ICantStopMe,2020
